Predict_task,250,500,750,1000,1250,1500,1750,2000,2250,2500,2750,3000,3500,4000,4500,5000,5500,6000,6500,7000,7500,8000,8500,9000,9500,10000,10500,11000,11366
Deception w/o weights,0,0,0.997375309467316,0.845333456993103,0.378793656826019,0.529634892940521,0.695347309112549,0.481882363557816,0.720125913619995,0.394965261220932,0.784963726997376,0.793898284435272,0.982492983341217,0.630368292331696,0.580079436302185,0.754053771495819,0.798699498176575,0.576066851615906,0.944496631622314,0.538250923156738,0.085006475448608,0.620373725891113,0.783603131771088,0.791670680046081,0,0.960270285606384,0.736897706985474,0.458828419446945,0
Rapport w/o weights,0,0,0.997375309467316,0.996031761169434,0.996062994003296,0.989777207374573,0.99341744184494,0.989786565303802,0.990046560764313,0.985848963260651,0.991491615772247,0.990475535392761,0.986140847206116,0.985288321971893,0.988307893276215,0.984530091285706,0.983095705509186,0.98584645986557,0.983151495456696,0.984995663166046,0.982159554958344,0.98046213388443,0.982337474822998,0.982018232345581,0.975185394287109,0.975443840026856,0.974463582038879,0.975361943244934,0.97450053691864
Deception by TP,0,0,0.989623367786408,0.903730630874634,0.495168387889862,0.53303998708725,0.341250777244568,0.54316908121109,0.715848982334137,0.742306172847748,0.824795186519623,0.380447208881378,0.252202153205872,0.957212090492248,0.574603199958801,0.14412859082222,0.357650279998779,0.690341472625732,0.738439321517944,0.340257525444031,0.522973239421845,0.62566202878952,0.440696686506271,0.83543187379837,0.350783497095108,0.483043521642685,0.525603294372559,0.860173642635345,0.577620267868042
Rapport by TP,0,0,0.997375309467316,0.996031761169434,0.996062994003296,0.989777207374573,0.99341744184494,0.989786565303802,0.990046560764313,0.985848963260651,0.991491615772247,0.990475535392761,0.986140847206116,0.985288321971893,0.988307893276215,0.984530091285706,0.983095705509186,0.98584645986557,0.983151495456696,0.984995663166046,0.982159554958344,0.98046213388443,0.982337474822998,0.982018232345581,0.975185394287109,0.975443840026856,0.974463582038879,0.975361943244934,0.97450053691864
Deception by WT,0,0,0.997375309467316,0.996031761169434,0.400354772806168,0.973475635051727,0.980918645858765,0.056442081928253,0.990046560764313,0.877168416976929,0.532391548156738,0.419262111186981,0.168736979365349,0.935448408126831,0.987774670124054,0.962421417236328,0.983095705509186,0.277659803628921,0.955038607120514,0.984995663166046,0.982159554958344,0,0.957893669605255,0.966250121593475,0.975185394287109,0.140042379498482,0.924183249473572,0.241008296608925,0.115133062005043
Rapport by WT,0,0,0.997375309467316,0.996031761169434,0.996062994003296,0.989777207374573,0.99341744184494,0.989786565303802,0.990046560764313,0.985848963260651,0.991491615772247,0.990475535392761,0.986140847206116,0.985288321971893,0.988307893276215,0.984530091285706,0.983095705509186,0.98584645986557,0.983151495456696,0.984995663166046,0.982159554958344,0.98046213388443,0.982041239738464,0.982018232345581,0.975185394287109,0.975443840026856,0.974463582038879,0.975361943244934,0.97450053691864
Deception by PC,0,0,0,0.052499782294035,0.069594494998455,0.529109239578247,0.970275461673737,0.459864526987076,0,0.666734039783478,0.360907763242722,0.813799560070038,0.986140847206116,0.647123456001282,0.804632008075714,0.984530091285706,0,0.738114535808563,0.807728469371796,0.366783648729324,0.433955878019333,0.254159837961197,0.86946439743042,0.418284446001053,0.974079668521881,0.341656684875488,0.480074614286423,0.709405958652496,0.537513017654419
Rapport by PC,0,0,0.997375309467316,0.996031761169434,0.996062994003296,0.989777207374573,0.99341744184494,0.989786565303802,0.990046560764313,0.985848963260651,0.991491615772247,0.990475535392761,0.986140847206116,0.985288321971893,0.988307893276215,0.984530091285706,0.983095705509186,0.98584645986557,0.983151495456696,0.984995663166046,0.982159554958344,0.98046213388443,0.982337474822998,0.982018232345581,0.975185394287109,0.975443840026856,0.974463582038879,0.975361943244934,0.97450053691864
Deception by TL,0,0,0.838266789913178,0.996031761169434,0.450065791606903,0.683616459369659,0.672308683395386,0.675407528877258,0.713007390499115,0.588980555534363,0.117169342935085,0.990475535392761,0.818943023681641,0.03359391912818,0.600959777832031,0.952199697494507,0.585515141487122,0.054492462426424,0.894882023334503,0.80767023563385,0.683933317661285,0.540101289749146,0.809084415435791,0.579350173473358,0,0,0.613563418388367,0,0.782794237136841
Rapport by TL,0,0,0.997375309467316,0.996031761169434,0.996062994003296,0.989777207374573,0.99341744184494,0.989786565303802,0.990046560764313,0.985848963260651,0.991491615772247,0.990475535392761,0.986140847206116,0.985288321971893,0.988307893276215,0.984530091285706,0.983095705509186,0.98584645986557,0.983151495456696,0.984995663166046,0.982159554958344,0.98046213388443,0.982337474822998,0.982018232345581,0.975185394287109,0.975443840026856,0.974463582038879,0.975361943244934,0.97450053691864
Deception by SP,0,0,0.67464941740036,0.996031761169434,0.432142615318298,0.543163001537323,0.534977674484253,0.988625526428223,0.833465874195099,0.650808155536652,0.991491615772247,0.810318827629089,0.480936348438263,0.665374159812927,0.72083181142807,0.189975574612618,0.159404277801514,0.98584645986557,0.689098715782166,0.483437985181809,0.390801280736923,0.511693596839905,0.794869899749756,0.825185358524323,0.540830492973328,0,0,0,0.71561074256897
Rapport by SP,0,0,0.997375309467316,0.996031761169434,0.996062994003296,0.989777207374573,0.99341744184494,0.989786565303802,0.990046560764313,0.985848963260651,0.991491615772247,0.990475535392761,0.986140847206116,0.985288321971893,0.988307893276215,0.984530091285706,0.983095705509186,0.98584645986557,0.983151495456696,0.984995663166046,0.982159554958344,0.98046213388443,0.982337474822998,0.982018232345581,0.975185394287109,0.975443840026856,0.974463582038879,0.975361943244934,0.97450053691864
